year,match_time,stage,venue,home_team,away_team,attendance,referee,score
1970,03 Jun 1970 - 16:00 ,Group 3,Jalisco,Brazil,Czechoslovakia,52897.0,BARRETO RUIZ Ramon (URU),4-1
1970,03 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Germany FR,Morocco,12942.0,VAN RAVENS Laurens (NED),2-1
1970,03 Jun 1970 - 16:00 ,Group 2,Luis Dosal,Italy,Sweden,13433.0,TAYLOR John (ENG),1-0
1970,06 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Peru,Morocco,13537.0,BAKHRAMOV Tofik (URS),3-0
1970,06 Jun 1970 - 16:00 ,Group 3,Jalisco,Romania,Czechoslovakia,56818.0,DE LEO Diego (MEX),2-1
1970,06 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Soviet Union,Belgium,95261.0,SCHEURER Ruedi (SUI),4-1
1970,06 Jun 1970 - 16:00 ,Group 2,Cuauhtemoc,Uruguay,Italy,29968.0,GLOECKNER Rudolf (GDR),0-0
1970,07 Jun 1970 - 12:00 ,Group 3,Jalisco,Brazil,England,66843.0,KLEIN Abraham (ISR),1-0
1970,07 Jun 1970 - 12:00 ,Group 4,Nou Camp - Estadio Le�n,Germany FR,Bulgaria,12710.0,ORTIZ DE MENDIBIL Jose Maria (ESP),5-2
1970,07 Jun 1970 - 12:00 ,Group 1,Estadio Azteca,Mexico,El Salvador,103058.0,KANDIL Aly Hussein (EGY),4-0
1970,07 Jun 1970 - 12:00 ,Group 2,Luis Dosal,Sweden,Israel,9624.0,TAREKEGN Seyoum (ETH),1-1
1970,10 Jun 1970 - 16:00 ,Group 3,Jalisco,Brazil,Romania,50804.0,MARSCHALL Ferdinand (AUT),3-2
1970,10 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Germany FR,Peru,17875.0,AGUILAR ELIZALDE Abel (MEX),3-1
1970,10 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Soviet Union,El Salvador,89979.0,HORMAZABAL DIAZ Rafael (CHI),2-0
1970,10 Jun 1970 - 16:00 ,Group 2,Cuauhtemoc,Sweden,Uruguay,18163.0,LANDAUER Henry (USA),1-0
1970,11 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Bulgaria,Morocco,12299.0,SALDANHA RIBEIRO Antonio (POR),1-1
1970,11 Jun 1970 - 16:00 ,Group 3,Jalisco,England,Czechoslovakia,49292.0,MACHIN Roger (FRA),1-0
1970,11 Jun 1970 - 16:00 ,Group 2,Luis Dosal,Italy,Israel,9890.0,DE MORAES Ayrton Vieira (BRA),0-0
1970,11 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Mexico,Belgium,108192.0,COEREZZA Norberto Angel (ARG),1-0
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Jalisco,Brazil,Peru,54233.0,LORAUX Vital (BEL),4-2
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Nou Camp - Estadio Le�n,Germany FR,England,23357.0,COEREZZA Norberto Angel (ARG),3-2
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Luis Dosal,Italy,Mexico,26851.0,SCHEURER Ruedi (SUI),4-1
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Estadio Azteca,Uruguay,Soviet Union,26085.0,VAN RAVENS Laurens (NED),1-0
1970,17 Jun 1970 - 16:00 ,Semi-finals,Jalisco,Brazil,Uruguay,51261.0,ORTIZ DE MENDIBIL Jose Maria (ESP),3-1
1970,17 June 1970 - 16:00 ,Semi-finals,Estadio Azteca,Italy,Germany FR,102444.0,YAMASAKI MALDONADO Arturo (MEX),4-3
1970,20 Jun 1970 - 16:00 ,Match for third place,Estadio Azteca,Germany FR,Uruguay,104403.0,SBARDELLA Antonio (ITA),1-0
1970,21 Jun 1970 - 12:00 ,Final,Estadio Azteca,Brazil,Italy,107412.0,GLOECKNER Rudolf (GDR),4-1
1970,31 May 1970 - 12:00 ,Group 1,Estadio Azteca,Mexico,Soviet Union,107160.0,TSCHENSCHER Kurt (GER),0-0
1974,03 Jul 1974 - 17:00 ,Group B,Waldstadion,Poland,Germany FR,62000.0,LINEMAYR Erich (AUT),0-1
1974,03 Jul 1974 - 19:30 ,Group A,Parkstadion,Argentina,German DR,54254.0,TAYLOR John (ENG),1-1
1974,03 Jul 1974 - 19:30 ,Group A,Westfalenstadion,Netherlands,Brazil,53700.0,TSCHENSCHER Kurt (GER),2-0
1974,03 Jul 1974 - 19:30 ,Group B,Rheinstadion,Sweden,Yugoslavia,41300.0,PESTARINO Luis (ARG),2-1
1974,06 Jul 1974 - 16:00 ,Match for third place,Olympiastadion,Brazil,Poland,77100.0,ANGONESE Aurelio (ITA),0-1
1974,07 July 1974 - 16:00 ,Final,Olympiastadion,Netherlands,Germany FR,78200.0,TAYLOR John (ENG),1-2
1974,13 Jun 1974 - 17:00 ,Group 2,Waldstadion,Brazil,Yugoslavia,62000.0,SCHEURER Ruedi (SUI),0-0
1974,14 Jun 1974 - 16:00 ,Group 1,Olympiastadion,Germany FR,Chile,81100.0,BABACAN Dogan (TUR),1-0
1974,14 Jun 1974 - 19:30 ,Group 1,Volksparkstadion,German DR,Australia,17000.0,NDIAYE Youssou (SEN),2-0
1974,14 Jun 1974 - 19:30 ,Group 2,Westfalenstadion,Zaire,Scotland,27000.0,SCHULENBURG Gerhard (GER),0-2
1974,15 Jun 1974 - 16:00 ,Group 3,Rheinstadion,Sweden,Bulgaria,23800.0,PEREZ NUNEZ Edison A. (PER),0-0
1974,15 Jun 1974 - 16:00 ,Group 3,Niedersachsenstadion,Uruguay,Netherlands,55100.0,PALOTAI Karoly (HUN),0-2
1974,15 Jun 1974 - 18:00 ,Group 4,Olympiastadion,Italy,Haiti,53000.0,LLOBREGAT Vicente (VEN),3-1
1974,15 Jun 1974 - 18:00 ,Group 4,Neckarstadion,Poland,Argentina,32700.0,THOMAS Clive (WAL),3-2
1974,18 Jun 1974 - 16:00 ,Group 1,Volksparkstadion,Australia,Germany FR,53300.0,KAMEL Mahmoud (EGY),0-3
1974,18 Jun 1974 - 19:30 ,Group 1,Olympiastadion,Chile,German DR,28300.0,ANGONESE Aurelio (ITA),1-1
1974,18 Jun 1974 - 19:30 ,Group 2,Waldstadion,Scotland,Brazil,62000.0,VAN GEMERT Arie (NED),0-0
1974,18 Jun 1974 - 19:30 ,Group 2,Parkstadion,Yugoslavia,Zaire,31700.0,DELGADO Omar (COL),9-0
1974,19 Jun 1974 - 19:30 ,Group 4,Neckarstadion,Argentina,Italy,70100.0,KAZAKOV Pavel (URS),1-1
1974,19 Jun 1974 - 19:30 ,Group 3,Niedersachsenstadion,Bulgaria,Uruguay,13400.0,TAYLOR John (ENG),1-1
1974,19 Jun 1974 - 19:30 ,Group 4,Olympiastadion,Haiti,Poland,25300.0,SUPPIAH George (SIN),0-7
1974,19 Jun 1974 - 19:30 ,Group 3,Westfalenstadion,Netherlands,Sweden,53700.0,WINSEMANN Werner (CAN),0-0
1974,22 Jun 1974 - 16:00 ,Group 1,Olympiastadion,Australia,Chile,17400.0,NAMDAR Jafar (IRN),0-0
1974,22 Jun 1974 - 16:00 ,Group 2,Waldstadion,Scotland,Yugoslavia,56000.0,GONZALEZ ARCHUNDIA Alfonso (MEX),1-1
1974,22 Jun 1974 - 16:00 ,Group 2,Parkstadion,Zaire,Brazil,36200.0,RAINEA Nicolae (ROU),0-3
1974,22 June 1974 - 19:30 ,Group 1,Volksparkstadion,German DR,Germany FR,60200.0,BARRETO RUIZ Ramon (URU),1-0
1974,23 Jun 1974 - 16:00 ,Group 4,Olympiastadion,Argentina,Haiti,25900.0,SANCHEZ IBANEZ Pablo (ESP),4-1
1974,23 Jun 1974 - 16:00 ,Group 3,Westfalenstadion,Bulgaria,Netherlands,53300.0,BOSKOVIC Tony (AUS),1-4
1974,23 Jun 1974 - 16:00 ,Group 4,Neckarstadion,Poland,Italy,70100.0,WEYLAND Hans Joachim (FRG),2-1
1974,23 Jun 1974 - 16:00 ,Group 3,Rheinstadion,Sweden,Uruguay,28300.0,LINEMAYR Erich (AUT),3-0
1974,26 Jun 1974 - 16:00 ,Group B,Rheinstadion,Yugoslavia,Germany FR,67385.0,MARQUES Armando (BRA),0-2
1974,26 Jun 1974 - 19:30 ,Group A,Niedersachsenstadion,Brazil,German DR,59863.0,THOMAS Clive (WAL),1-0
1974,26 Jun 1974 - 19:30 ,Group A,Parkstadion,Netherlands,Argentina,56548.0,DAVIDSON Bob (SCO),4-0
1974,26 Jun 1974 - 19:30 ,Group B,Neckarstadion,Sweden,Poland,44955.0,BARRETO RUIZ Ramon (URU),0-1
1974,30 Jun 1974 - 16:00 ,Group A,Niedersachsenstadion,Argentina,Brazil,39400.0,LORAUX Vital (BEL),1-2
1974,30 Jun 1974 - 16:00 ,Group A,Parkstadion,German DR,Netherlands,68348.0,SCHEURER Ruedi (SUI),0-2
1974,30 Jun 1974 - 16:00 ,Group B,Waldstadion,Poland,Yugoslavia,58000.0,GLOECKNER Rudolf (GDR),2-1
1974,30 Jun 1974 - 19:30 ,Group B,Rheinstadion,Germany FR,Sweden,67800.0,KAZAKOV Pavel (URS),4-2
1978,01 Jun 1978 - 15:00 ,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Germany FR,Poland,67579.0,COEREZZA Norberto Angel (ARG),0-0
1978,02 Jun 1978 - 13:45 ,Group 1,Estadio Jos� Mar�a Minella,Italy,France,42373.0,RAINEA Nicolae (ROU),2-1
1978,02 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Tunisia,Mexico,17396.0,GORDON John (SCO),3-1
1978,02 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Argentina,Hungary,71615.0,GARRIDO Antonio (POR),2-1
1978,03 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Austria,Spain,40841.0,PALOTAI Karoly (HUN),2-1
1978,03 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Sweden,Brazil,32569.0,THOMAS Clive (WAL),1-1
1978,03 Jun 1978 - 16:45 ,Group 4,San Martin,Netherlands,IR Iran,33431.0,GONZALEZ ARCHUNDIA Alfonso (MEX),3-0
1978,03 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Peru,Scotland,37927.0,ERIKSSON Ulf (SWE),3-1
1978,06 Jun 1978 - 13:45 ,Group 1,Estadio Jos� Mar�a Minella,Italy,Hungary,26533.0,BARRETO RUIZ Ramon (URU),3-1
1978,06 Jun 1978 - 16:45 ,Group 2,Estadio Ol�mpico Chateau Carreras,Germany FR,Mexico,35258.0,BOUZO Farouk (SYR),6-0
1978,06 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Poland,Tunisia,9624.0,MARTINEZ Angel (ESP),1-0
1978,06 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Argentina,France,71666.0,DUBACH Jean (SUI),2-1
1978,07 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Austria,Sweden,41424.0,CORVER Charles (NED),1-0
1978,07 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Brazil,Spain,34771.0,GONELLA Sergio (ITA),0-0
1978,07 Jun 1978 - 16:45 ,Group 4,San Martin,Netherlands,Peru,28125.0,PROKOP Adolf (GDR),0-0
1978,07 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Scotland,IR Iran,7938.0,NDIAYE Youssou (SEN),1-1
1978,10 Jun 1978 - 15:10 ,Group 1,Estadio Jos� Mar�a Minella,France,Hungary,23127.0,COELHO Arnaldo (BRA),3-1
1978,10 Jun 1978 - 16:45 ,Group 2,Estadio Ol�mpico Chateau Carreras,Germany FR,Tunisia,30667.0,OROZCO GUERRERO Cesar (PER),0-0
1978,10 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Poland,Mexico,22651.0,NAMDAR Jafar (IRN),3-1
1978,10 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Italy,Argentina,71712.0,KLEIN Abraham (ISR),1-0
1978,11 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Brazil,Austria,35221.0,WURTZ Robert (FRA),1-0
1978,11 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Spain,Sweden,42132.0,BIWERSI Ferdinand (GER),1-0
1978,11 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Peru,Iran,21262.0,JARGUZ Alojzy (POL),4-1
1978,11 Jun 1978 - 16:45 ,Group 4,San Martin,Scotland,Netherlands,35130.0,LINEMAYR Erich (AUT),3-2
1978,14 Jun 1978 - 13:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Germany FR,Italy,67547.0,MAKSIMOVIC Dusan (SCG),0-0
1978,14 Jun 1978 - 13:45 ,Group A,Estadio Ol�mpico Chateau Carreras,Netherlands,Austria,25050.0,GORDON John (SCO),5-1
1978,14 Jun 1978 - 16:45 ,Group B,San Martin,Brazil,Peru,31278.0,RAINEA Nicolae (ROU),3-0
1978,14 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina,Poland,37091.0,ERIKSSON Ulf (SWE),2-0
1978,18 Jun 1978 - 13:45 ,Group B,San Martin,Poland,Peru,35288.0,PARTRIDGE Pat (ENG),1-0
1978,18 Jun 1978 - 16:45 ,Group A,Estadio Ol�mpico Chateau Carreras,Germany FR,Netherlands,40750.0,BARRETO RUIZ Ramon (URU),2-2
1978,18 Jun 1978 - 16:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Italy,Austria,66695.0,RION Francis (BEL),1-0
1978,18 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina,Brazil,37326.0,PALOTAI Karoly (HUN),0-0
1978,21 Jun 1978 - 13:45 ,Group A,Estadio Ol�mpico Chateau Carreras,Austria,Germany FR,38318.0,KLEIN Abraham (ISR),3-2
1978,21 Jun 1978 - 13:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Netherlands,Italy,67433.0,MARTINEZ Angel (ESP),2-1
1978,21 Jun 1978 - 16:45 ,Group B,San Martin,Brazil,Poland,39586.0,SILVAGNO CAVANNA Juan (CHI),3-1
1978,21 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina,Peru,37315.0,WURTZ Robert (FRA),6-0
1978,24 Jun 1978 - 15:00 ,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Brazil,Italy,69659.0,KLEIN Abraham (ISR),2-1
1978,25 Jun 1978 - 15:00 ,Final,El Monumental - Estadio Monumental Antonio Vespuci,Argentina,Netherlands,71483.0,GONELLA Sergio (ITA),3-1
1982,01 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,Austria,Northern Ireland,20000.0,PROKOP Adolf (GDR),2-2
1982,01 Jul 1982 - 21:00 ,Group 1,Camp Nou,Belgium,Soviet Union,45000.0,VAUTROT Michel (FRA),0-1
1982,02 Jul 1982 - 17:15 ,Group 3,Sarria,Argentina,Brazil,44000.0,RUBIO VAZQUEZ Mario (MEX),1-3
1982,02 Jul 1982 - 21:00 ,Group 2,Santiago Bernabeu,Germany FR,Spain,90089.0,CASARIN Paolo (ITA),2-1
1982,04 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,France,Northern Ireland,37000.0,JARGUZ Alojzy (POL),4-1
1982,04 Jul 1982 - 21:00 ,Group 1,Camp Nou,Poland,Soviet Union,65000.0,VALENTINE Robert (SCO),0-0
1982,05 Jul 1982 - 17:15 ,Group 3,Sarria,Italy,Brazil,44000.0,KLEIN Abraham (ISR),3-2
1982,05 Jul 1982 - 21:00 ,Group 2,Santiago Bernabeu,Spain,England,75000.0,PONNET Alexis (BEL),0-0
1982,08 Jul 1982 - 17:15 ,Semi-finals,Camp Nou,Poland,Italy,50000.0,CARDELLINO DE SAN VICENTE Juan (URU),0-2
1982,08 Jul 1982 - 21:00 ,Semi-finals,Ramon Sanchez Pizjuan,Germany FR,France,70000.0,CORVER Charles (NED),(5) 3-3 (4)
1982,10 Jul 1982 - 20:00 ,Match for third place,Jose Rico Perez,Poland,France,28000.0,GARRIDO Antonio (POR),3-2
1982,11 Jul 1982 - 20:00 ,Final,Santiago Bernabeu,Italy,Germany FR,90000.0,COELHO Arnaldo (BRA),3-1
1982,13 Jun 1982 - 20:00 ,Group 3,Camp Nou,Argentina,Belgium,95000.0,CHRISTOV Vojtech (TCH),0-1
1982,14 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Italy,Poland,33000.0,VAUTROT Michel (FRA),0-0
1982,14 Jun 1982 - 21:00 ,Group 6,Ramon Sanchez Pizjuan,Brazil,Soviet Union,68000.0,LAMO CASTILLO Augusto (ESP),2-1
1982,15 Jun 1982 - 17:15 ,Group 1,Riazor,Peru,Cameroon,11000.0,WOEHRER Franz (AUT),0-0
1982,15 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Hungary,El Salvador,23000.0,AL DOY Ebrahim (BHR),10-1
1982,15 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Scotland,New Zealand,36000.0,SOCHA David (USA),5-2
1982,16 Jun 1982 - 17:15 ,Group 4,San Mames,England,France,44172.0,GARRIDO Antonio (POR),3-1
1982,16 Jun 1982 - 17:15 ,Group 2,El Molinon,Germany FR,Algeria,42000.0,LABO REVOREDO Enrique (PER),1-2
1982,16 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Spain,Honduras,49562.0,ITHURRALDE Arturo Andres (ARG),1-1
1982,17 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Chile,Austria,22500.0,CARDELLINO DE SAN VICENTE Juan (URU),0-1
1982,17 Jun 1982 - 17:45 ,Group 4,Jose Zorrilla,Czechoslovakia,Kuwait,25000.0,DWOMOH Benjamin (GHA),1-1
1982,17 Jun 1982 - 21:00 ,Group 5,La Romareda,Yugoslavia,Northern Ireland,25000.0,FREDRIKSSON Erik (SWE),0-0
1982,18 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Italy,Peru,25000.0,ESCHWEILER Walter (GER),1-1
1982,18 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Argentina,Hungary,32093.0,LACARNE Belaid (ALG),4-1
1982,18 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Brazil,Scotland,47379.0,SILES Jesus Paulino (CRC),4-1
1982,19 Jun 1982 - 19:15 ,Group 1,Riazor,Poland,Cameroon,19000.0,PONNET Alexis (BEL),0-0
1982,19 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Belgium,El Salvador,15000.0,MOFFATT Malcolm (NIR),1-0
1982,19 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Soviet Union,New Zealand,19000.0,EL GHOUL Yusef Mohamed (LBY),3-0
1982,20 Jun 1982 - 17:15 ,Group 4,San Mames,England,Czechoslovakia,41123.0,CORVER Charles (NED),2-0
1982,20 Jun 1982 - 17:15 ,Group 2,El Molinon,Germany FR,Chile,42000.0,GALLER Bruno (SUI),4-1
1982,20 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Spain,Yugoslavia,48000.0,LUND-SORENSEN Henning (DEN),2-1
1982,21 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Algeria,Austria,22000.0,BOSKOVIC Tony (AUS),0-2
1982,21 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,France,Kuwait,30043.0,STUPAR Miroslav (URS),4-1
1982,21 Jun 1982 - 21:00 ,Group 5,La Romareda,Honduras,Northern Ireland,15000.0,CHAN Thomson Tam Sun (HKG),1-1
1982,22 Jun 1982 - 17:15 ,Group 1,Riazor,Poland,Peru,25000.0,RUBIO VAZQUEZ Mario (MEX),5-1
1982,22 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Belgium,Hungary,37000.0,WHITE Clive (ENG),1-1
1982,22 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Soviet Union,Scotland,45000.0,RAINEA Nicolae (ROU),2-2
1982,23 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Italy,Cameroon,20000.0,DOTCHEV Bogdan (BUL),1-1
1982,23 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Argentina,El Salvador,32500.0,BARRANCOS Luis (BOL),2-0
1982,23 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Brazil,New Zealand,43000.0,MATOVINOVIC Damir (CRO),4-0
1982,24 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Algeria,Chile,16000.0,MENDEZ MOLINA Romulo (GUA),3-2
1982,24 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,France,Czechoslovakia,28000.0,CASARIN Paolo (ITA),1-1
1982,24 Jun 1982 - 21:00 ,Group 5,La Romareda,Honduras,Yugoslavia,25000.0,CASTRO Gaston (CHI),0-1
1982,25 Jun 1982 - 17:15 ,Group 4,San Mames,England,Kuwait,39700.0,ARISTIZABAL MURCIA Gilberto (COL),1-0
1982,25 Jun 1982 - 17:15 ,Group 2,El Molinon,Germany FR,Austria,41000.0,VALENTINE Robert (SCO),1-0
1982,25 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Northern Ireland,Spain,49562.0,ORTIZ Hector (PAR),1-0
1982,28 Jun 1982 - 17:15 ,Group 4,Vicente Calderon,Austria,France,37000.0,PALOTAI Karoly (HUN),0-1
1982,28 Jun 1982 - 21:00 ,Group 1,Camp Nou,Poland,Belgium,65000.0,SILES Jesus Paulino (CRC),3-0
1982,29 Jun 1982 - 17:15 ,Group 3,Sarria,Italy,Argentina,43000.0,RAINEA Nicolae (ROU),2-1
1982,29 Jun 1982 - 21:00 ,Group 2,Santiago Bernabeu,Germany FR,England,75000.0,COELHO Arnaldo (BRA),0-0
1986,01 Jun 1986 - 12:00 ,Group D,Jalisco,Spain,Brazil,35748.0,BAMBRIDGE Christopher (AUS),0-1
1986,01 Jun 1986 - 16:00 ,Group C,Nou Camp - Estadio Le�n,Canada,France,65500.0,SILVA ARCE Hernan (CHI),0-1
1986,02 Jun 1986 - 12:00 ,Group A,Estadio Ol�mpico Universitario,Argentina,Korea Republic,60000.0,SANCHEZ ARMINIO Victoriano (ESP),3-1
1986,02 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Soviet Union,Hungary,16500.0,AGNOLIN Luigi (ITA),6-0
1986,02 Jun 1986 - 16:00 ,Group F,Estadio Universitario,Morocco,Poland,19900.0,MARTINEZ BAZAN Jose Luis (URU),0-0
1986,03 Jun 1986 - 12:00 ,Group D,Tres de Marzo,Algeria,Northern Ireland,22000.0,BUTENKO Valeri (RUS),1-1
1986,03 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Belgium,Mexico,110000.0,ESPOSITO Carlos (ARG),1-2
1986,03 Jun 1986 - 16:00 ,Group F,Tecnologico,Portugal,England,23000.0,ROTH Volker (GER),1-0
1986,04 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Paraguay,Iraq,24000.0,PICON-ACKONG Edwin (MRI),1-0
1986,04 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Uruguay,Germany FR,30500.0,CHRISTOV Vojtech (TCH),1-1
1986,04 Jun 1986 - 16:00 ,Group E,Neza,Scotland,Denmark,18000.0,NEMETH Lajos (HUN),0-1
1986,05 Jun 1986 - 12:00 ,Group C,Nou Camp - Estadio Le�n,France,Soviet Union,36540.0,ARPPI FILHO Romualdo (BRA),1-1
1986,05 Jun 1986 - 12:00 ,Group A,Cuauhtemoc,Italy,Argentina,32000.0,KEIZER Jan (NED),1-1
1986,05 Jun 1986 - 16:00 ,Group A,Estadio Ol�mpico Universitario,Korea Republic,Bulgaria,45000.0,AL SHANAR Fallaj Khuzam (KSA),1-1
1986,06 Jun 1986 - 12:00 ,Group D,Jalisco,Brazil,Algeria,48000.0,MENDEZ MOLINA Romulo (GUA),1-0
1986,06 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Hungary,Canada,13800.0,AL SHARIF Jamal (SYR),2-0
1986,06 Jun 1986 - 16:00 ,Group F,Tecnologico,England,Morocco,20200.0,GONZALEZ ROA Gabriel (PAR),0-0
1986,07 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico,Paraguay,114600.0,COURTNEY George (ENG),1-1
1986,07 Jun 1986 - 12:00 ,Group D,Tres de Marzo,Northern Ireland,Spain,28000.0,BRUMMEIER Horst (AUT),1-2
1986,07 Jun 1986 - 16:00 ,Group F,Estadio Universitario,Poland,Portugal,19915.0,BENNACEUR Ali (TUN),1-0
1986,08 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Germany FR,Scotland,30000.0,IGNA Ioan (ROU),2-1
1986,08 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Iraq,Belgium,20000.0,DIAZ PALACIO Jesus (COL),1-2
1986,08 Jun 1986 - 16:00 ,Group E,Neza,Denmark,Uruguay,26500.0,MARQUEZ RAMIREZ Antonio (MEX),6-1
1986,09 Jun 1986 - 12:00 ,Group C,Nou Camp - Estadio Le�n,Hungary,France,31420.0,SILVA VALENTE Carlos Alberto (POR),0-3
1986,09 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Soviet Union,Canada,14200.0,TRAORE Idrissa (MLI),2-0
1986,10 Jun 1986 - 12:00 ,Group A,Estadio Ol�mpico Universitario,Argentina,Bulgaria,65000.0,ULLOA MORERA Berny (CRC),2-0
1986,10 Jun 1986 - 12:00 ,Group A,Cuauhtemoc,Korea Republic,Italy,20000.0,SOCHA David (USA),2-3
1986,11 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Iraq,Mexico,103763.0,PETROVIC Zoran (SRB),0-1
1986,11 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Paraguay,Belgium,16000.0,DOTCHEV Bogdan (BUL),2-2
1986,11 Jun 1986 - 16:00 ,Group F,Tecnologico,England,Poland,22700.0,DAINA Andre (SUI),3-0
1986,11 Jun 1986 - 16:00 ,Group F,Tres de Marzo,Portugal,Morocco,28000.0,SNODDY Alan (NIR),1-3
1986,12 Jun 1986 - 12:00 ,Group D,Tecnologico,Algeria,Spain,23980.0,TAKADA Shizuo (JPN),0-3
1986,12 Jun 1986 - 12:00 ,Group D,Jalisco,Northern Ireland,Brazil,51000.0,KIRSCHEN Siegfried (GER),0-3
1986,13 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Denmark,Germany FR,36000.0,PONNET Alexis (BEL),2-0
1986,13 Jun 1986 - 12:00 ,Group E,Neza,Scotland,Uruguay,20000.0,QUINIOU Joel (FRA),0-0
1986,15 Jun 1986 - 12:00 ,Round of 16,Estadio Azteca,Mexico,Bulgaria,114580.0,ARPPI FILHO Romualdo (BRA),2-0
1986,15 Jun 1986 - 16:00 ,Round of 16,Nou Camp - Estadio Le�n,Soviet Union,Belgium,32277.0,FREDRIKSSON Erik (SWE),3-4
1986,16 Jun 1986 - 12:00 ,Round of 16,Jalisco,Brazil,Poland,45000.0,ROTH Volker (GER),4-0
1986,16 Jun 1986 - 16:00 ,Round of 16,Cuauhtemoc,Argentina,Uruguay,26000.0,AGNOLIN Luigi (ITA),1-0
1986,17 Jun 1986 - 12:00 ,Round of 16,Estadio Ol�mpico Universitario,Italy,France,70000.0,ESPOSITO Carlos (ARG),0-2
1986,17 Jun 1986 - 16:00 ,Round of 16,Estadio Universitario,Morocco,Germany FR,19800.0,PETROVIC Zoran (SRB),0-1
