year,match_time,stage,venue,home_team,away_team,attendance,referee,score
2018,2018-06-20 18:00:00,Group A,"Rostov Arena, Rostov-on-Don",Uruguay,Saudi Arabia,25872.0,Clement Turpin,1-0
2018,2018-06-20 21:00:00,Group B,"Kazan Arena, Kazan",Iran,Spain,62148.0,Andrés Cunha,0-1
2018,2018-06-21 15:00:00,Group C,"Samara Arena, Samara",Denmark,Australia,40060.0,Antonio Mateu Lahoz,1-1
2018,2018-06-21 18:00:00,Group C,"Central Stadium, Yekaterinburg",France,Peru,42300.0,Mohammed Abdulla,1-0
2018,2018-06-21 21:00:00,Group D,"Nizhny Novgorod Stadium, Nizhny Novgorod",Argentina,Croatia,44190.0,Ravshan Irmatov,0-3
2018,2018-06-22 15:00:00,Group E,"Krestovsky Stadium, Saint Petersburg",Brazil,Costa Rica,43258.0,Björn Kuipers,2-0
2018,2018-06-22 18:00:00,Group D,"Volgograd Arena, Volgograd",Nigeria,Iceland,40344.0,Matthew Conger,2-0
2018,2018-06-22 21:00:00,Group E,"Kaliningrad Stadium, Kaliningrad",Serbia,Switzerland,41310.0,Felix Brych,1-2
2018,2018-06-23 15:00:00,Group G,"Spartak Stadium, Moscow",Belgium,Tunisia,44473.0,Jair Marrufo,5-2
2018,2018-06-23 18:00:00,Group F,"Rostov Arena, Rostov-on-Don",South Korea,Mexico,43718.0,Milorad Mažić,1-2
2018,2018-06-23 21:00:00,Group F,"Fisht Olympic Stadium, Sochi",Germany,Sweden,43887.0,Szymon Marciniak,2-1
2018,2018-06-24 15:00:00,Group G,"Nizhny Novgorod Stadium, Nizhny Novgorod",England,Panama,43206.0,Ghead Grisha,6-1
2018,2018-06-24 18:00:00,Group H,"Central Stadium, Yekaterinburg",Japan,Senegal,45261.0,Gianluca Rocchi,2-2
2018,2018-06-24 21:00:00,Group H,"Kazan Arena, Kazan",Poland,Colombia,42308.0,César Ramos,0-3
2018,2018-06-30 17:00:00,Round of 16,"Kazan Arena, Kazan",France,Argentina,42786.0,Alireza Faghani,4-3
2018,2018-06-30 21:00:00,Round of 16,"Fisht Olympic Stadium, Sochi",Uruguay,Portugal,44198.0,César Ramos,2-1
2018,2018-07-01 17:00:00,Round of 16,"Luzhniki Stadium, Moscow",Spain,Russia,78011.0,Björn Kuipers,1-1 (3-4 pens)
2018,2018-07-01 21:00:00,Round of 16,"Nizhny Novgorod Stadium, Nizhny Novgorod",Croatia,Denmark,40851.0,Néstor Pitana,1-1 (3-2 pens)
2018,2018-07-02 17:00:00,Round of 16,"Samara Arena, Samara",Brazil,Mexico,41831.0,Gianluca Rocchi,2-0
2018,2018-07-02 21:00:00,Round of 16,"Rostov Arena, Rostov-on-Don",Belgium,Japan,41987.0,Malang Diedhiou,3-2
2018,2018-07-03 17:00:00,Round of 16,"Krestovsky Stadium, Saint Petersburg",Sweden,Switzerland,64268.0,Damir Skomina,1-0
2018,2018-07-03 21:00:00,Round of 16,"Spartak Stadium, Moscow",Colombia,England,44190.0,Mark Geiger,1-1 (3-4 pens)
2018,2018-07-06 17:00:00,Quarter-finals,"Nizhny Novgorod Stadium, Nizhny Novgorod",Uruguay,France,43870.0,Néstor Pitana,0-2
2018,2018-07-06 21:00:00,Quarter-finals,"Kazan Arena, Kazan",Brazil,Belgium,42873.0,Milorad Mažić,1-2
2018,2018-07-07 17:00:00,Quarter-finals,"Samara Arena, Samara",Sweden,England,39261.0,Björn Kuipers,0-2
2018,2018-07-07 21:00:00,Quarter-finals,"Fisht Olympic Stadium, Sochi",Russia,Croatia,44873.0,Sandro Ricci,2-2 (3-4 pens)
2018,2018-07-10 21:00:00,Semi-finals,"Krestovsky Stadium, Saint Petersburg",France,Belgium,64386.0,Andrés Cunha,1-0
2018,2018-07-11 21:00:00,Semi-finals,"Luzhniki Stadium, Moscow",Croatia,England,78011.0,Cüneyt Çakır,2-1 (a.e.t.)
2018,2018-07-14 17:00:00,Third-place,"Krestovsky Stadium, Saint Petersburg",Belgium,England,64306.0,Alireza Faghani,2-0
2018,2018-07-15 18:00:00,Final,"Luzhniki Stadium, Moscow",France,Croatia,78011.0,Néstor Pitana,4-2
2022,2022-11-20 19:00:00,Group A,Al Bayt Stadium,Qatar,Ecuador,67372.0,Daniele Orsato,0–2
2022,2022-11-21 16:00:00,Group B,Khalifa International Stadium,England,IR Iran,45334.0,Raphael Claus,6–2
2022,2022-11-21 19:00:00,Group A,Al Thumama Stadium,Senegal,Netherlands,41721.0,Wilton Sampaio,0–2
2022,2022-11-21 22:00:00,Group B,Ahmed bin Ali Stadium,United States,Wales,43418.0,Abdulrahman Ibrahim Al Jassim,1–1
2022,2022-11-22 13:00:00,Group C,Lusail Iconic Stadium,Argentina,Saudi Arabia,88012.0,Slavko Vinčič,1–2
2022,2022-11-22 16:00:00,Group D,Education City Stadium,Denmark,Tunisia,42925.0,César Arturo Ramos,0–0
2022,2022-11-22 19:00:00,Group C,Stadium 974,Mexico,Poland,39369.0,Chris Beath,0–0
2022,2022-11-22 22:00:00,Group D,Al Janoub Stadium,France,Australia,40875.0,Victor Gomes,4–1
2022,2022-11-23 13:00:00,Group F,Al Bayt Stadium,Morocco,Croatia,59407.0,Fernando Rapallini,0–0
2022,2022-11-23 16:00:00,Group E,Khalifa International Stadium,Germany,Japan,42608.0,Iván Barton,1–2
2022,2022-11-23 19:00:00,Group E,Al Thumama Stadium,Spain,Costa Rica,40013.0,Mohammed Abdulla Hassan,7–0
2022,2022-11-23 22:00:00,Group F,Ahmed bin Ali Stadium,Belgium,Canada,40432.0,Janny Sikazwe,1–0
2022,2022-11-24 13:00:00,Group G,Al Janoub Stadium,Switzerland,Cameroon,39089.0,Facundo Tello,1–0
2022,2022-11-24 16:00:00,Group H,Education City Stadium,Uruguay,Korea Republic,41663.0,Clément Turpin,0–0
2022,2022-11-24 19:00:00,Group H,Stadium 974,Portugal,Ghana,42662.0,Ismail Elfath,3–2
2022,2022-11-24 22:00:00,Group G,Lusail Iconic Stadium,Brazil,Serbia,88103.0,Alireza Faghani,2–0
2022,2022-11-25 13:00:00,Group B,Ahmed bin Ali Stadium,Wales,IR Iran,40875.0,Mario Escobar,0–2
2022,2022-11-25 16:00:00,Group A,Al Thumama Stadium,Qatar,Senegal,41797.0,Antonio Matéu,1–3
2022,2022-11-25 19:00:00,Group A,Khalifa International Stadium,Netherlands,Ecuador,44833.0,Mustapha Ghorbal,1–1
2022,2022-11-25 22:00:00,Group B,Al Bayt Stadium,England,United States,68463.0,Jesús Valenzuela,0–0
2022,2022-11-26 13:00:00,Group D,Al Janoub Stadium,Tunisia,Australia,41823.0,Daniel Siebert,0–1
2022,2022-11-26 16:00:00,Group C,Education City Stadium,Poland,Saudi Arabia,44259.0,Wilton Sampaio,2–0
2022,2022-11-26 19:00:00,Group D,Stadium 974,France,Denmark,42860.0,Szymon Marciniak,2–1
2022,2022-11-26 22:00:00,Group C,Lusail Iconic Stadium,Argentina,Mexico,88966.0,Daniele Orsato,2–0
2022,2022-11-27 13:00:00,Group E,Ahmed bin Ali Stadium,Japan,Costa Rica,41479.0,Michael Oliver,0–1
2022,2022-11-27 16:00:00,Group F,Al Thumama Stadium,Belgium,Morocco,43738.0,César Arturo Ramos,0–2
2022,2022-11-27 19:00:00,Group F,Khalifa International Stadium,Croatia,Canada,44374.0,Andrés Matonte,4–1
2022,2022-11-27 22:00:00,Group E,Al Bayt Stadium,Spain,Germany,68895.0,Danny Makkelie,1–1
2022,2022-11-28 13:00:00,Group G,Al Janoub Stadium,Cameroon,Serbia,39789.0,Mohammed Abdulla Hassan,3–3
2022,2022-11-28 16:00:00,Group H,Education City Stadium,Korea Republic,Ghana,43983.0,Anthony Taylor,2–3
2022,2022-11-28 19:00:00,Group G,Stadium 974,Brazil,Switzerland,43649.0,Iván Barton,1–0
2022,2022-11-28 22:00:00,Group H,Lusail Iconic Stadium,Portugal,Uruguay,88668.0,Alireza Faghani,2–0
2022,2022-11-29 18:00:00,Group A,Khalifa International Stadium,Ecuador,Senegal,44569.0,Clément Turpin,1–2
2022,2022-11-29 18:00:00,Group A,Al Bayt Stadium,Netherlands,Qatar,66784.0,Bakary Papa Gassama,2–0
2022,2022-11-29 22:00:00,Group B,Al Thumama Stadium,IR Iran,United States,42127.0,Antonio Matéu,0–1
2022,2022-11-29 22:00:00,Group B,Ahmed bin Ali Stadium,Wales,England,44297.0,Slavko Vinčič,0–3
2022,2022-11-30 18:00:00,Group D,Al Janoub Stadium,Australia,Denmark,41232.0,Mustapha Ghorbal,1–0
2022,2022-11-30 18:00:00,Group D,Education City Stadium,Tunisia,France,43627.0,Matt Conger,1–0
2022,2022-11-30 22:00:00,Group C,Stadium 974,Poland,Argentina,44089.0,Danny Makkelie,0–2
2022,2022-11-30 22:00:00,Group C,Lusail Iconic Stadium,Saudi Arabia,Mexico,84985.0,Michael Oliver,1–2
2022,2022-12-01 18:00:00,Group F,Al Thumama Stadium,Canada,Morocco,43102.0,Raphael Claus,1–2
2022,2022-12-01 18:00:00,Group F,Ahmed bin Ali Stadium,Croatia,Belgium,43984.0,Anthony Taylor,0–0
2022,2022-12-01 22:00:00,Group E,Al Bayt Stadium,Costa Rica,Germany,67054.0,Stéphanie Frappart,2–4
2022,2022-12-01 22:00:00,Group E,Khalifa International Stadium,Japan,Spain,44851.0,Victor Gomes,2–1
2022,2022-12-02 18:00:00,Group H,Al Janoub Stadium,Ghana,Uruguay,43443.0,Daniel Siebert,0–2
2022,2022-12-02 18:00:00,Group H,Education City Stadium,Korea Republic,Portugal,44097.0,Facundo Tello,2–1
2022,2022-12-02 22:00:00,Group G,Lusail Iconic Stadium,Cameroon,Brazil,85986.0,Ismail Elfath,1–0
2022,2022-12-02 22:00:00,Group G,Stadium 974,Serbia,Switzerland,41378.0,Fernando Rapallini,2–3
2022,2022-12-03 18:00:00,Round of 16,Khalifa International Stadium,Netherlands,United States,44846.0,Wilton Sampaio,3–1
2022,2022-12-03 22:00:00,Round of 16,Ahmed bin Ali Stadium,Argentina,Australia,45032.0,Szymon Marciniak,2–1
2022,2022-12-04 18:00:00,Round of 16,Al Thumama Stadium,France,Poland,40989.0,Jesús Valenzuela,3–1
2022,2022-12-04 22:00:00,Round of 16,Al Bayt Stadium,England,Senegal,65985.0,Iván Barton,3–0
2022,2022-12-05 18:00:00,Round of 16,Al Janoub Stadium,Japan,Croatia,42523.0,Ismail Elfath,(1) 1–1 (3)
2022,2022-12-05 22:00:00,Round of 16,Stadium 974,Brazil,Korea Republic,43847.0,Clément Turpin,4–1
2022,2022-12-06 18:00:00,Round of 16,Education City Stadium,Morocco,Spain,44667.0,Fernando Rapallini,(3) 0–0 (0)
2022,2022-12-06 22:00:00,Round of 16,Lusail Iconic Stadium,Portugal,Switzerland,83720.0,César Arturo Ramos,6–1
2022,2022-12-09 18:00:00,Quarter-Final,Education City Stadium,Croatia,Brazil,43893.0,Michael Oliver,(4) 1–1 (2)
2022,2022-12-09 22:00:00,Quarter-Final,Lusail Iconic Stadium,Netherlands,Argentina,88235.0,Antonio Matéu,(3) 2–2 (4)
2022,2022-12-10 18:00:00,Quarter-Final,Al Thumama Stadium,Morocco,Portugal,44198.0,Facundo Tello,1–0
2022,2022-12-10 22:00:00,Quarter-Final,Al Bayt Stadium,England,France,68895.0,Wilton Sampaio,1–2
2022,2022-12-13 22:00:00,Semi-Final,Lusail Iconic Stadium,Argentina,Croatia,88966.0,Daniele Orsato,3–0
2022,2022-12-14 22:00:00,Semi-Final,Al Bayt Stadium,France,Morocco,68294.0,César Arturo Ramos,2–0
2022,2022-12-17 18:00:00,Third-Place Playoff,Khalifa International Stadium,Croatia,Morocco,44137.0,Abdulrahman Ibrahim Al Jassim,2–1
2022,2022-12-18 18:00:00,Final,Lusail Iconic Stadium,Argentina,France,88966.0,Szymon Marciniak,(4) 3–3 (2)
